"","Strain_Type","Position","Name","Description","Species","Highest_Value","no_N","Value_minus_no_N","max_OD","growth","adjusted_value_col","derivative","max_derivative","Treatment","timepoints","maxOD_before","growth_before"
"22716",X108,C6,B1R08,Pseudomonadales,NA,0.0674,0.0655,0.0019,0.00270000000000001,0,0.0019,0,0,Threonine + N,0,0.0696,0
"22717",X108,C6,B1R08,Pseudomonadales,NA,0.068,0.0653,0.00270000000000001,0.00270000000000001,0,0.00270000000000001,0,0,Threonine + N,4.54472222222222,0.0696,0
"22718",X108,C6,B1R08,Pseudomonadales,NA,0.0669,0.0781,0,0.00270000000000001,0,0,0,0,Threonine + N,23.1427777777778,0.0696,0
"22719",X108,C6,B1R08,Pseudomonadales,NA,0.0696,0.087,0,0.00270000000000001,0,0,0,0,Threonine + N,28.4791666666667,0.0696,0
"22720",X108,C6,B1R08,Pseudomonadales,NA,0.0654,0.1,0,0.00270000000000001,0,0,0,0,Threonine + N,46.9947222222222,0.0696,0
"22721",X108,C6,B1R08,Pseudomonadales,NA,0.0676,0.1119,0,0.00270000000000001,0,0,0,0,Threonine + N,50.8652777777778,0.0696,0
"22722",X108,C6,B1R08,Pseudomonadales,NA,0.0688,0.4416,0,0.00270000000000001,0,0,0,0,Threonine + N,118.005833333333,0.0696,0
"22723",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.0596,0.0607,0,0.0071,0,0,0,0,Threonine + N,0,0.075,0
"22724",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.0689,0.0653,0.00360000000000001,0.0071,0,0.00360000000000001,0,0,Threonine + N,4.54472222222222,0.075,0
"22725",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.0728,0.0674,0.0054,0.0071,0,0.0054,0,0,Threonine + N,23.1427777777778,0.075,0
"22726",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.075,0.0679,0.0071,0.0071,0,0.0071,0,0,Threonine + N,28.4791666666667,0.075,0
"22727",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.0704,0.0762,0,0.0071,0,0,0,0,Threonine + N,46.9947222222222,0.075,0
"22728",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.072,0.0778,0,0.0071,0,0,0,0,Threonine + N,50.8652777777778,0.075,0
"22729",X110,C7,B1R10,Alteromonadales,Cobetia marina,0.0735,0.1986,0,0.0071,0,0,0,0,Threonine + N,118.005833333333,0.075,0
"22730",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0619,0.0611,0.000799999999999995,0.0054,0,0.000799999999999995,0,0,Threonine + N,0,0.0769,0
"22731",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.068,0.0626,0.0054,0.0054,0,0.0054,0,0,Threonine + N,4.54472222222222,0.0769,0
"22732",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0727,0.0744,0,0.0054,0,0,0,0,Threonine + N,23.1427777777778,0.0769,0
"22733",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0752,0.0766,0,0.0054,0,0,0,0,Threonine + N,28.4791666666667,0.0769,0
"22734",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0738,0.0896,0,0.0054,0,0,0,0,Threonine + N,46.9947222222222,0.0769,0
"22735",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0767,0.0896,0,0.0054,0,0,0,0,Threonine + N,50.8652777777778,0.0769,0
"22736",X112,C8,B1R15,Alteromonadales,Shewanella sp002873615,0.0769,0.0986,0,0.0054,0,0,0,0,Threonine + N,118.005833333333,0.0769,0
"22737",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0677,0.066,0.00169999999999999,0.00639999999999999,0,0.00169999999999999,0,0,Threonine + N,0,0.0817,0
"22738",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0719,0.0689,0.003,0.00639999999999999,0,0.003,0,0,Threonine + N,4.54472222222222,0.0817,0
"22739",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0788,0.0724,0.00639999999999999,0.00639999999999999,0,0.00639999999999999,0,0,Threonine + N,23.1427777777778,0.0817,0
"22740",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.081,0.076,0.005,0.00639999999999999,0,0.005,0,0,Threonine + N,28.4791666666667,0.0817,0
"22741",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0806,0.085,0,0.00639999999999999,0,0,0,0,Threonine + N,46.9947222222222,0.0817,0
"22742",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.0817,0.0856,0,0.00639999999999999,0,0,0,0,Threonine + N,50.8652777777778,0.0817,0
"22743",X114,C9,B2M13,Pseudomonadales,Shewanella sp002873615,0.08,0.2252,0,0.00639999999999999,0,0,0,0,Threonine + N,118.005833333333,0.0817,0
"22744",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0649,0.0649,0,9.9999999999989e-05,0,0,0,0,Threonine + N,0,0.0695,0
"22745",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0633,0.0632,9.9999999999989e-05,9.9999999999989e-05,0,9.9999999999989e-05,0,0,Threonine + N,4.54472222222222,0.0695,0
"22746",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0626,0.0675,0,9.9999999999989e-05,0,0,0,0,Threonine + N,23.1427777777778,0.0695,0
"22747",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0661,0.0692,0,9.9999999999989e-05,0,0,0,0,Threonine + N,28.4791666666667,0.0695,0
"22748",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.066,0.0749,0,9.9999999999989e-05,0,0,0,0,Threonine + N,46.9947222222222,0.0695,0
"22749",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0666,0.0752,0,9.9999999999989e-05,0,0,0,0,Threonine + N,50.8652777777778,0.0695,0
"22750",X118,C11,B2R09,Rhodobacterales,Roseovarius nubinhibens,0.0695,0.099,0,9.9999999999989e-05,0,0,0,0,Threonine + N,118.005833333333,0.0695,0
"22751",X290,G1,B2R14_2,Flavobacteriales,NA,0.0635,0.062,0.0015,0.0015,0,0.0015,0,0,Threonine + N,0,0.0738,0
"22752",X290,G1,B2R14_2,Flavobacteriales,NA,0.0654,0.0655,0,0.0015,0,0,0,0,Threonine + N,4.54472222222222,0.0738,0
"22753",X290,G1,B2R14_2,Flavobacteriales,NA,0.0646,0.0684,0,0.0015,0,0,0,0,Threonine + N,23.1427777777778,0.0738,0
"22754",X290,G1,B2R14_2,Flavobacteriales,NA,0.0682,0.069,0,0.0015,0,0,0,0,Threonine + N,28.4791666666667,0.0738,0
"22755",X290,G1,B2R14_2,Flavobacteriales,NA,0.0659,0.0958,0,0.0015,0,0,0,0,Threonine + N,46.9947222222222,0.0738,0
"22756",X290,G1,B2R14_2,Flavobacteriales,NA,0.0661,0.1079,0,0.0015,0,0,0,0,Threonine + N,50.8652777777778,0.0738,0
"22757",X290,G1,B2R14_2,Flavobacteriales,NA,0.0738,0.3193,0,0.0015,0,0,0,0,Threonine + N,118.005833333333,0.0738,0
"22758",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0652,0.0679,0,0.00170000000000001,0,0,0,0,Threonine + N,0,0.0699,0
"22759",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0656,0.0639,0.00170000000000001,0.00170000000000001,0,0.00170000000000001,0,0,Threonine + N,4.54472222222222,0.0699,0
"22760",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0659,0.0722,0,0.00170000000000001,0,0,0,0,Threonine + N,23.1427777777778,0.0699,0
"22761",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0699,0.094,0,0.00170000000000001,0,0,0,0,Threonine + N,28.4791666666667,0.0699,0
"22762",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0676,0.287,0,0.00170000000000001,0,0,0,0,Threonine + N,46.9947222222222,0.0699,0
"22763",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.0673,0.2817,0,0.00170000000000001,0,0,0,0,Threonine + N,50.8652777777778,0.0699,0
"22764",X198,E3,B3M02,Alteromonadales,Psychromonas sp003318165,0.068,0.3725,0,0.00170000000000001,0,0,0,0,Threonine + N,118.005833333333,0.0699,0
"22765",X120,C12,B3M03,Rhodobacterales,NA,0.0731,0.0669,0.0062,0.0133,0,0.0062,0,0,Threonine + N,0,0.0805,0
"22766",X120,C12,B3M03,Rhodobacterales,NA,0.073,0.0597,0.0133,0.0133,0,0.0133,0,0,Threonine + N,4.54472222222222,0.0805,0
"22767",X120,C12,B3M03,Rhodobacterales,NA,0.0775,0.0689,0.0086,0.0133,0,0.0086,0,0,Threonine + N,23.1427777777778,0.0805,0
"22768",X120,C12,B3M03,Rhodobacterales,NA,0.0805,0.0724,0.0081,0.0133,0,0.0081,0,0,Threonine + N,28.4791666666667,0.0805,0
"22769",X120,C12,B3M03,Rhodobacterales,NA,0.0794,0.0746,0.0048,0.0133,0,0.0048,0,0,Threonine + N,46.9947222222222,0.0805,0
"22770",X120,C12,B3M03,Rhodobacterales,NA,0.0791,0.081,0,0.0133,0,0,0,0,Threonine + N,50.8652777777778,0.0805,0
"22771",X120,C12,B3M03,Rhodobacterales,NA,0.0777,0.2379,0,0.0133,0,0,0,0,Threonine + N,118.005833333333,0.0805,0
"22772",X146,D1,B3M08,Rhodobacterales,NA,0.0645,0.0648,0,0.000599999999999989,0,0,0,0,Threonine + N,0,0.0724,0
"22773",X146,D1,B3M08,Rhodobacterales,NA,0.0642,0.0636,0.000599999999999989,0.000599999999999989,0,0.000599999999999989,0,0,Threonine + N,4.54472222222222,0.0724,0
"22774",X146,D1,B3M08,Rhodobacterales,NA,0.0647,0.0911,0,0.000599999999999989,0,0,0,0,Threonine + N,23.1427777777778,0.0724,0
"22775",X146,D1,B3M08,Rhodobacterales,NA,0.0663,0.0858,0,0.000599999999999989,0,0,0,0,Threonine + N,28.4791666666667,0.0724,0
"22776",X146,D1,B3M08,Rhodobacterales,NA,0.0642,0.0858,0,0.000599999999999989,0,0,0,0,Threonine + N,46.9947222222222,0.0724,0
"22777",X146,D1,B3M08,Rhodobacterales,NA,0.0665,0.0848,0,0.000599999999999989,0,0,0,0,Threonine + N,50.8652777777778,0.0724,0
"22778",X146,D1,B3M08,Rhodobacterales,NA,0.0724,0.0848,0,0.000599999999999989,0,0,0,0,Threonine + N,118.005833333333,0.0724,0
"22779",X150,D3,B3R02,Alteromonadales,NA,0.0627,0.0645,0,0.000899999999999998,0,0,0,0,Threonine + N,0,0.0673,0
"22780",X150,D3,B3R02,Alteromonadales,NA,0.0655,0.0646,0.000899999999999998,0.000899999999999998,0,0.000899999999999998,0,0,Threonine + N,4.54472222222222,0.0673,0
"22781",X150,D3,B3R02,Alteromonadales,NA,0.0635,0.0661,0,0.000899999999999998,0,0,0,0,Threonine + N,23.1427777777778,0.0673,0
"22782",X150,D3,B3R02,Alteromonadales,NA,0.0661,0.0683,0,0.000899999999999998,0,0,0,0,Threonine + N,28.4791666666667,0.0673,0
"22783",X150,D3,B3R02,Alteromonadales,NA,0.0648,0.074,0,0.000899999999999998,0,0,0,0,Threonine + N,46.9947222222222,0.0673,0
"22784",X150,D3,B3R02,Alteromonadales,NA,0.0665,0.0753,0,0.000899999999999998,0,0,0,0,Threonine + N,50.8652777777778,0.0673,0
"22785",X150,D3,B3R02,Alteromonadales,NA,0.0673,0.1912,0,0.000899999999999998,0,0,0,0,Threonine + N,118.005833333333,0.0673,0
"22786",X60,B6,B3R02_2,Alteromonadales,NA,0.0616,0.0633,0,0,0,0,0,0,Threonine + N,0,0.0731,0
"22787",X60,B6,B3R02_2,Alteromonadales,NA,0.0628,0.0636,0,0,0,0,0,0,Threonine + N,4.54472222222222,0.0731,0
"22788",X60,B6,B3R02_2,Alteromonadales,NA,0.0644,0.0686,0,0,0,0,0,0,Threonine + N,23.1427777777778,0.0731,0
"22789",X60,B6,B3R02_2,Alteromonadales,NA,0.0682,0.0697,0,0,0,0,0,0,Threonine + N,28.4791666666667,0.0731,0
"22790",X60,B6,B3R02_2,Alteromonadales,NA,0.0674,0.0793,0,0,0,0,0,0,Threonine + N,46.9947222222222,0.0731,0
"22791",X60,B6,B3R02_2,Alteromonadales,NA,0.0703,0.081,0,0,0,0,0,0,Threonine + N,50.8652777777778,0.0731,0
"22792",X60,B6,B3R02_2,Alteromonadales,NA,0.0731,0.2104,0,0,0,0,0,0,Threonine + N,118.005833333333,0.0731,0
"22793",X152,D4,C2M01,Vibrionales,NA,0.0592,0.0607,0,0,0,0,0,0,Threonine + N,0,0.0663,0
"22794",X152,D4,C2M01,Vibrionales,NA,0.0614,0.0646,0,0,0,0,0,0,Threonine + N,4.54472222222222,0.0663,0
"22795",X152,D4,C2M01,Vibrionales,NA,0.0663,0.0715,0,0,0,0,0,0,Threonine + N,23.1427777777778,0.0663,0
"22796",X152,D4,C2M01,Vibrionales,NA,0.0648,0.0855,0,0,0,0,0,0,Threonine + N,28.4791666666667,0.0663,0
"22797",X152,D4,C2M01,Vibrionales,NA,0.0629,0.2442,0,0,0,0,0,0,Threonine + N,46.9947222222222,0.0663,0
"22798",X152,D4,C2M01,Vibrionales,NA,0.0646,0.3018,0,0,0,0,0,0,Threonine + N,50.8652777777778,0.0663,0
"22799",X152,D4,C2M01,Vibrionales,NA,0.0647,0.8851,0,0,0,0,0,0,Threonine + N,118.005833333333,0.0663,0
"22800",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0673,0.0654,0.0019,0.0019,0,0.0019,0,0,Threonine + N,0,0.0673,0
"22801",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0625,0.0628,0,0.0019,0,0,0,0,Threonine + N,4.54472222222222,0.0673,0
"22802",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0637,0.0637,0,0.0019,0,0,0,0,Threonine + N,23.1427777777778,0.0673,0
"22803",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0661,0.0657,0.000400000000000011,0.0019,0,0.000400000000000011,0,0,Threonine + N,28.4791666666667,0.0673,0
"22804",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0642,0.0826,0,0.0019,0,0,0,0,Threonine + N,46.9947222222222,0.0673,0
"22805",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0642,0.0959,0,0.0019,0,0,0,0,Threonine + N,50.8652777777778,0.0673,0
"22806",X154,D5,C2M04,Alteromonadales,Agarivorans sp005405585,0.0663,0.4253,0,0.0019,0,0,0,0,Threonine + N,118.005833333333,0.0673,0
"22807",X210,E9,C2R07_2,Rhodobacterales,NA,0.0784,0.0778,0.000600000000000003,0.000600000000000003,0,0.000600000000000003,0,0,Threonine + N,0,0.0813,0
"22808",X210,E9,C2R07_2,Rhodobacterales,NA,0.0696,0.083,0,0.000600000000000003,0,0,0,0,Threonine + N,4.54472222222222,0.0813,0
"22809",X210,E9,C2R07_2,Rhodobacterales,NA,0.0798,0.1147,0,0.000600000000000003,0,0,0,0,Threonine + N,23.1427777777778,0.0813,0
"22810",X210,E9,C2R07_2,Rhodobacterales,NA,0.0806,0.0887,0,0.000600000000000003,0,0,0,0,Threonine + N,28.4791666666667,0.0813,0
"22811",X210,E9,C2R07_2,Rhodobacterales,NA,0.0804,0.1368,0,0.000600000000000003,0,0,0,0,Threonine + N,46.9947222222222,0.0813,0
"22812",X210,E9,C2R07_2,Rhodobacterales,NA,0.0813,0.1527,0,0.000600000000000003,0,0,0,0,Threonine + N,50.8652777777778,0.0813,0
"22813",X210,E9,C2R07_2,Rhodobacterales,NA,0.0799,0.6034,0,0.000600000000000003,0,0,0,0,Threonine + N,118.005833333333,0.0813,0
"22814",X156,D6,C2R09,Rhodobacterales,NA,0.0786,0.0759,0.00270000000000001,0.00270000000000001,0,0.00270000000000001,0,0,Threonine + N,0,0.0786,0
"22815",X156,D6,C2R09,Rhodobacterales,NA,0.0649,0.0768,0,0.00270000000000001,0,0,0,0,Threonine + N,4.54472222222222,0.0786,0
"22816",X156,D6,C2R09,Rhodobacterales,NA,0.0648,0.0782,0,0.00270000000000001,0,0,0,0,Threonine + N,23.1427777777778,0.0786,0
"22817",X156,D6,C2R09,Rhodobacterales,NA,0.0695,0.0834,0,0.00270000000000001,0,0,0,0,Threonine + N,28.4791666666667,0.0786,0
"22818",X156,D6,C2R09,Rhodobacterales,NA,0.0666,0.0978,0,0.00270000000000001,0,0,0,0,Threonine + N,46.9947222222222,0.0786,0
"22819",X156,D6,C2R09,Rhodobacterales,NA,0.0671,0.1048,0,0.00270000000000001,0,0,0,0,Threonine + N,50.8652777777778,0.0786,0
"22820",X156,D6,C2R09,Rhodobacterales,NA,0.0674,0.6304,0,0.00270000000000001,0,0,0,0,Threonine + N,118.005833333333,0.0786,0
"22821",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0721,0.0653,0.0068,0.0068,0,0.0068,0,0,Threonine + N,0,0.0721,0
"22822",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0622,0.0623,0,0.0068,0,0,0,0,Threonine + N,4.54472222222222,0.0721,0
"22823",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0626,0.0621,5e-04,0.0068,0,5e-04,0,0,Threonine + N,23.1427777777778,0.0721,0
"22824",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0651,0.0634,0.00170000000000001,0.0068,0,0.00170000000000001,0,0,Threonine + N,28.4791666666667,0.0721,0
"22825",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0644,0.0672,0,0.0068,0,0,0,0,Threonine + N,46.9947222222222,0.0721,0
"22826",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0635,0.0672,0,0.0068,0,0,0,0,Threonine + N,50.8652777777778,0.0721,0
"22827",X158,D7,C2R11,Alteromonadales,Shewanella sp002873135,0.0644,0.2999,0,0.0068,0,0,0,0,Threonine + N,118.005833333333,0.0721,0
"22828",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0676,0.0668,0.000799999999999995,0.0042,0,0.000799999999999995,0,0,Threonine + N,0,0.076,0
"22829",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0681,0.0639,0.0042,0.0042,0,0.0042,0,0,Threonine + N,4.54472222222222,0.076,0
"22830",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0689,0.0714,0,0.0042,0,0,0,0,Threonine + N,23.1427777777778,0.076,0
"22831",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0716,0.0757,0,0.0042,0,0,0,0,Threonine + N,28.4791666666667,0.076,0
"22832",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0718,0.093,0,0.0042,0,0,0,0,Threonine + N,46.9947222222222,0.076,0
"22833",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.0724,0.0928,0,0.0042,0,0,0,0,Threonine + N,50.8652777777778,0.076,0
"22834",X160,D8,C2R13,Pseudomonadales,Cobetia amphilecti,0.076,0.4068,0,0.0042,0,0,0,0,Threonine + N,118.005833333333,0.076,0
"22835",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0603,0.0617,0,0,0,0,0,0,Threonine + N,0,0.0695,0
"22836",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0619,0.0619,0,0,0,0,0,0,Threonine + N,4.54472222222222,0.0695,0
"22837",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0666,0.0672,0,0,0,0,0,0,Threonine + N,23.1427777777778,0.0695,0
"22838",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0687,0.0688,0,0,0,0,0,0,Threonine + N,28.4791666666667,0.0695,0
"22839",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0685,0.0819,0,0,0,0,0,0,Threonine + N,46.9947222222222,0.0695,0
"22840",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0693,0.0808,0,0,0,0,0,0,Threonine + N,50.8652777777778,0.0695,0
"22841",X162,D9,C2R21,Alteromonadales,Pseudoalteromonas carrageenovora,0.0695,0.2103,0,0,0,0,0,0,Threonine + N,118.005833333333,0.0695,0
"22842",X164,D10,C3M06,Rhodobacterales,NA,0.0633,0.0739,0,0.000600000000000003,0,0,0,0,Threonine + N,0,0.0687,0
"22843",X164,D10,C3M06,Rhodobacterales,NA,0.0639,0.0633,0.000600000000000003,0.000600000000000003,0,0.000600000000000003,0,0,Threonine + N,4.54472222222222,0.0687,0
"22844",X164,D10,C3M06,Rhodobacterales,NA,0.0646,0.087,0,0.000600000000000003,0,0,0,0,Threonine + N,23.1427777777778,0.0687,0
"22845",X164,D10,C3M06,Rhodobacterales,NA,0.0656,0.0889,0,0.000600000000000003,0,0,0,0,Threonine + N,28.4791666666667,0.0687,0
"22846",X164,D10,C3M06,Rhodobacterales,NA,0.068,0.1075,0,0.000600000000000003,0,0,0,0,Threonine + N,46.9947222222222,0.0687,0
"22847",X164,D10,C3M06,Rhodobacterales,NA,0.0687,0.1113,0,0.000600000000000003,0,0,0,0,Threonine + N,50.8652777777778,0.0687,0
"22848",X164,D10,C3M06,Rhodobacterales,NA,0.0671,0.1786,0,0.000600000000000003,0,0,0,0,Threonine + N,118.005833333333,0.0687,0
"22849",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0595,0.0632,0,0.00449999999999999,0,0,0,0,Threonine + N,0,0.0775,0
"22850",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0686,0.0641,0.00449999999999999,0.00449999999999999,0,0.00449999999999999,0,0,Threonine + N,4.54472222222222,0.0775,0
"22851",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0695,0.0663,0.00320000000000001,0.00449999999999999,0,0.00320000000000001,0,0,Threonine + N,23.1427777777778,0.0775,0
"22852",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0701,0.068,0.00209999999999999,0.00449999999999999,0,0.00209999999999999,0,0,Threonine + N,28.4791666666667,0.0775,0
"22853",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0694,0.0778,0,0.00449999999999999,0,0,0,0,Threonine + N,46.9947222222222,0.0775,0
"22854",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.071,0.078,0,0.00449999999999999,0,0,0,0,Threonine + N,50.8652777777778,0.0775,0
"22855",X166,D11,C3M08,Alteromonadales,Pseudoalteromonas carrageenovora,0.0775,0.3039,0,0.00449999999999999,0,0,0,0,Threonine + N,118.005833333333,0.0775,0
"22856",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0715,0.0609,0.0106,0.0106,0,0.0106,0,0,Threonine + N,0,0.0903,0
"22857",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0717,0.066,0.0057,0.0106,0,0.0057,0,0,Threonine + N,4.54472222222222,0.0903,0
"22858",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0737,0.0682,0.0055,0.0106,0,0.0055,0,0,Threonine + N,23.1427777777778,0.0903,0
"22859",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0762,0.0751,0.0011,0.0106,0,0.0011,0,0,Threonine + N,28.4791666666667,0.0903,0
"22860",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0765,0.0827,0,0.0106,0,0,0,0,Threonine + N,46.9947222222222,0.0903,0
"22861",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0865,0.0832,0.0033,0.0106,0,0.0033,0,0,Threonine + N,50.8652777777778,0.0903,0
"22862",X168,D12,C3M10,Alteromonadales,Pseudoalteromonas carrageenovora,0.0903,0.1695,0,0.0106,0,0,0,0,Threonine + N,118.005833333333,0.0903,0
"22863",X194,E1,C3M11,Flavobacteriales,NA,0.0611,0.0607,0.000400000000000005,0.000400000000000005,0,0.000400000000000005,0,0,Threonine + N,0,0.0676,0
"22864",X194,E1,C3M11,Flavobacteriales,NA,0.0612,0.064,0,0.000400000000000005,0,0,0,0,Threonine + N,4.54472222222222,0.0676,0
"22865",X194,E1,C3M11,Flavobacteriales,NA,0.0619,0.0653,0,0.000400000000000005,0,0,0,0,Threonine + N,23.1427777777778,0.0676,0
"22866",X194,E1,C3M11,Flavobacteriales,NA,0.0649,0.0675,0,0.000400000000000005,0,0,0,0,Threonine + N,28.4791666666667,0.0676,0
"22867",X194,E1,C3M11,Flavobacteriales,NA,0.0634,0.0719,0,0.000400000000000005,0,0,0,0,Threonine + N,46.9947222222222,0.0676,0
"22868",X194,E1,C3M11,Flavobacteriales,NA,0.0632,0.071,0,0.000400000000000005,0,0,0,0,Threonine + N,50.8652777777778,0.0676,0
"22869",X194,E1,C3M11,Flavobacteriales,NA,0.0676,0.0815,0,0.000400000000000005,0,0,0,0,Threonine + N,118.005833333333,0.0676,0
"22870",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0675,0.0656,0.0019,0.00389999999999999,0,0.0019,0,0,Threonine + N,0,0.0676,0
"22871",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0636,0.0632,0.000399999999999998,0.00389999999999999,0,0.000399999999999998,0,0,Threonine + N,4.54472222222222,0.0676,0
"22872",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0663,0.0634,0.0029,0.00389999999999999,0,0.0029,0,0,Threonine + N,23.1427777777778,0.0676,0
"22873",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0676,0.0637,0.00389999999999999,0.00389999999999999,0,0.00389999999999999,0,0,Threonine + N,28.4791666666667,0.0676,0
"22874",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0649,0.075,0,0.00389999999999999,0,0,0,0,Threonine + N,46.9947222222222,0.0676,0
"22875",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0646,0.0805,0,0.00389999999999999,0,0,0,0,Threonine + N,50.8652777777778,0.0676,0
"22876",X202,E5,C3R12,Vibrionales,Vibrio sp000272145,0.0658,0.1653,0,0.00389999999999999,0,0,0,0,Threonine + N,118.005833333333,0.0676,0
"22877",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0593,0.0615,0,0.00199999999999999,0,0,0,0,Threonine + N,0,0.0657,0
"22878",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.061,0.063,0,0.00199999999999999,0,0,0,0,Threonine + N,4.54472222222222,0.0657,0
"22879",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0626,0.0632,0,0.00199999999999999,0,0,0,0,Threonine + N,23.1427777777778,0.0657,0
"22880",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0657,0.0637,0.00199999999999999,0.00199999999999999,0,0.00199999999999999,0,0,Threonine + N,28.4791666666667,0.0657,0
"22881",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0635,0.066,0,0.00199999999999999,0,0,0,0,Threonine + N,46.9947222222222,0.0657,0
"22882",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.064,0.065,0,0.00199999999999999,0,0,0,0,Threonine + N,50.8652777777778,0.0657,0
"22883",X204,E6,C3R14,Alteromonadales,Shewanella sp002873135,0.0652,0.1577,0,0.00199999999999999,0,0,0,0,Threonine + N,118.005833333333,0.0657,0
"22884",X206,E7,D2M19,Pseudomonadales,NA,0.0648,0.0644,0.000399999999999998,0.000399999999999998,0,0.000399999999999998,0,0,Threonine + N,0,0.0688,0
