"timepoints","Strain_Type","Value","Plate","Position","Name","Description","Species","y","Treatment","Highest_Value"
28.3836111111111,"X201",0.0638,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0619,"Proline + N",0.0638
28.3836111111111,"X203",0.0633,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0637,"Proline + N",0.0637
28.3836111111111,"X205",0.0677,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0643,"Proline + N",0.0643
28.3836111111111,"X207",0.0625,"plate 1","E8","D2R05","Alteromonadales",NA,0.0617,"Proline + N",0.0625
28.3836111111111,"X209",0.1081,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1096,"Proline + N",0.1096
28.3836111111111,"X211",0.0652,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0634,"Proline + N",0.0652
28.3836111111111,"X213",0.0653,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0626,"Proline + N",0.0653
28.3836111111111,"X215",0.0667,"plate 1","E12","AS88","Alteromonadales",NA,0.0665,"Proline + N",0.0667
28.3836111111111,"X241",0.0691,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0698,"Proline + N",0.0698
28.3836111111111,"X243",0.0688,"plate 1","F2","AS94","Flavobacteriales",NA,0.0705,"Proline + N",0.0705
28.3836111111111,"X245",0.0644,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0648,"Proline + N",0.0648
28.3836111111111,"X249",0.0702,"plate 1","F5","E2M18","Vibrionales",NA,0.0714,"Proline + N",0.0714
28.3836111111111,"X251",0.065,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0672,"Proline + N",0.0672
28.3836111111111,"X253",0.0609,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0627,"Proline + N",0.0627
28.3836111111111,"X255",0.1142,"plate 1","F8","E3M02","Rhodobacterales",NA,0.1236,"Proline + N",0.1236
28.3836111111111,"X257",0.0658,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0644,"Proline + N",0.0658
28.3836111111111,"X259",0.0643,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0646,"Proline + N",0.0646
28.3836111111111,"X263",0.068,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0647,"Proline + N",0.068
28.3836111111111,"X289",0.0683,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0672,"Proline + N",0.0683
28.3836111111111,"X291",0.0661,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0632,"Proline + N",0.0661
28.3836111111111,"X293",0.0867,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0858,"Proline + N",0.0867
28.3836111111111,"X295",0.0721,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0657,"Proline + N",0.0721
28.3836111111111,"X297",0.0649,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0603,"Proline + N",0.0649
28.3836111111111,"X299",0.0651,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0618,"Proline + N",0.0651
28.3836111111111,"X301",0.0666,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.064,"Proline + N",0.0666
28.3836111111111,"X303",0.0632,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0672,"Proline + N",0.0672
28.3836111111111,"X305",0.067,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0749,"Proline + N",0.0749
28.3836111111111,"X307",0.0617,"plate 1","G10","F3M07","Alteromonadales",NA,0.0661,"Proline + N",0.0661
28.3836111111111,"X309",0.08,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0766,"Proline + N",0.08
28.3836111111111,"X311",0.0623,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0626,"Proline + N",0.0626
28.3836111111111,"X337",0.0686,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0666,"Proline + N",0.0686
28.3836111111111,"X339",0.0646,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0656,"Proline + N",0.0656
28.3836111111111,"X341",0.0667,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0655,"Proline + N",0.0667
28.3836111111111,"X343",0.0648,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0666,"Proline + N",0.0666
28.3836111111111,"X345",0.0711,"plate 1","H5","G3M07","Alteromonadales",NA,0.0664,"Proline + N",0.0711
28.3836111111111,"X347",0.0673,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0661,"Proline + N",0.0673
28.3836111111111,"X349",0.213,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.175,"Proline + N",0.213
28.3836111111111,"X351",0.0965,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0987,"Proline + N",0.0987
28.3836111111111,"X353",0.0732,"plate 1","H9","I2M14","Pseudomonadales",NA,0.071,"Proline + N",0.0732
28.3836111111111,"X355",0.2051,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.2822,"Proline + N",0.2822
28.3836111111111,"X359",0.0705,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0667,"Proline + N",0.0705
46.9,"X1",0.0867,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0693,"Proline + N",0.0867
46.9,"X3",0.7939,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.7132,"Proline + N",0.7939
46.9,"X5",0.0675,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0683,"Proline + N",0.0683
46.9,"X7",0.0742,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0695,"Proline + N",0.0742
46.9,"X9",0.1137,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0964,"Proline + N",0.1137
46.9,"X11",0.0695,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0717,"Proline + N",0.0717
46.9,"X13",0.2312,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.2201,"Proline + N",0.2312
46.9,"X15",0.0726,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.063,"Proline + N",0.0726
46.9,"X17",0.1176,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.1029,"Proline + N",0.1176
46.9,"X19",0.082,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0826,"Proline + N",0.0826
46.9,"X21",0.7335,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.752,"Proline + N",0.752
46.9,"X23",0.7634,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.6436,"Proline + N",0.7634
46.9,"X49",0.0728,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0726,"Proline + N",0.0728
46.9,"X51",0.1134,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.1087,"Proline + N",0.1134
46.9,"X53",0.1473,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.1453,"Proline + N",0.1473
46.9,"X55",0.0684,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0615,"Proline + N",0.0684
46.9,"X57",0.0679,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0637,"Proline + N",0.0679
46.9,"X59",0.069,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0709,"Proline + N",0.0709
46.9,"X61",0.0666,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0629,"Proline + N",0.0666
46.9,"X63",0.0794,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0853,"Proline + N",0.0853
46.9,"X65",0.6452,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.5265,"Proline + N",0.6452
46.9,"X67",0.3983,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.3703,"Proline + N",0.3983
46.9,"X69",0.064,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0628,"Proline + N",0.064
46.9,"X71",0.8781,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.8251,"Proline + N",0.8781
46.9,"X97",0.7689,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.7789,"Proline + N",0.7789
46.9,"X99",0.1941,"plate 1","C2","A2R20","Pseudomonadales",NA,0.2254,"Proline + N",0.2254
46.9,"X101",0.0658,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0621,"Proline + N",0.0658
46.9,"X103",0.4566,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.4583,"Proline + N",0.4583
46.9,"X105",0.0663,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0619,"Proline + N",0.0663
46.9,"X107",0.3717,"plate 1","C6","B1R08","Pseudomonadales",NA,0.3418,"Proline + N",0.3717
46.9,"X109",0.0678,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0677,"Proline + N",0.0678
46.9,"X111",0.07,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0691,"Proline + N",0.07
46.9,"X113",0.3081,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.3184,"Proline + N",0.3184
46.9,"X115",0.0815,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.09,"Proline + N",0.09
46.9,"X117",0.2049,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.2066,"Proline + N",0.2066
46.9,"X119",0.0717,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0691,"Proline + N",0.0717
46.9,"X145",0.0701,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0716,"Proline + N",0.0716
46.9,"X147",0.0619,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0681,"Proline + N",0.0681
46.9,"X149",0.0691,"plate 1","D3","B3R02","Alteromonadales",NA,0.0752,"Proline + N",0.0752
46.9,"X151",0.0635,"plate 1","D4","C2M01","Vibrionales",NA,0.063,"Proline + N",0.0635
46.9,"X153",0.0646,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0634,"Proline + N",0.0646
46.9,"X155",0.1315,"plate 1","D6","C2R09","Rhodobacterales",NA,0.1386,"Proline + N",0.1386
46.9,"X157",0.0655,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0795,"Proline + N",0.0655
46.9,"X159",0.2923,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.2575,"Proline + N",0.2923
46.9,"X161",0.3031,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.3136,"Proline + N",0.3136
46.9,"X163",0.176,"plate 1","D10","C3M06","Rhodobacterales",NA,0.1679,"Proline + N",0.176
46.9,"X165",0.2743,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.2808,"Proline + N",0.2808
46.9,"X167",0.319,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.3247,"Proline + N",0.3247
46.9,"X193",0.0773,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0762,"Proline + N",0.0773
46.9,"X197",0.1128,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.1005,"Proline + N",0.1128
46.9,"X201",0.0667,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0625,"Proline + N",0.0667
46.9,"X203",0.0644,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0646,"Proline + N",0.0646
46.9,"X205",0.0672,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0645,"Proline + N",0.0645
46.9,"X207",0.0629,"plate 1","E8","D2R05","Alteromonadales",NA,0.0632,"Proline + N",0.0632
46.9,"X209",0.152,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1713,"Proline + N",0.1713
46.9,"X211",0.0784,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.08,"Proline + N",0.08
46.9,"X213",0.0649,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0634,"Proline + N",0.0649
46.9,"X215",0.0684,"plate 1","E12","AS88","Alteromonadales",NA,0.0696,"Proline + N",0.0696
46.9,"X241",0.0705,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0695,"Proline + N",0.0705
46.9,"X243",0.0686,"plate 1","F2","AS94","Flavobacteriales",NA,0.0736,"Proline + N",0.0736
46.9,"X245",0.0663,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0655,"Proline + N",0.0663
46.9,"X249",0.0896,"plate 1","F5","E2M18","Vibrionales",NA,0.0856,"Proline + N",0.0896
46.9,"X251",0.0691,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0702,"Proline + N",0.0702
46.9,"X253",0.0639,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0622,"Proline + N",0.0639
46.9,"X255",0.1103,"plate 1","F8","E3M02","Rhodobacterales",NA,0.1171,"Proline + N",0.1171
46.9,"X257",0.0972,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0778,"Proline + N",0.0972
46.9,"X259",0.0641,"plate 1","F10","E3M18","Flavobacteriales",NA,0.067,"Proline + N",0.067
46.9,"X263",0.0714,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.065,"Proline + N",0.0714
46.9,"X289",0.0689,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0685,"Proline + N",0.0689
46.9,"X291",0.0657,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0653,"Proline + N",0.0657
46.9,"X293",0.3484,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.3801,"Proline + N",0.3801
46.9,"X295",0.0757,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0697,"Proline + N",0.0757
46.9,"X297",0.0644,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0613,"Proline + N",0.0644
46.9,"X299",0.0658,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0631,"Proline + N",0.0658
46.9,"X301",0.0674,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0644,"Proline + N",0.0674
46.9,"X303",0.0643,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.069,"Proline + N",0.069
46.9,"X305",0.0705,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0781,"Proline + N",0.0781
46.9,"X307",0.0638,"plate 1","G10","F3M07","Alteromonadales",NA,0.0656,"Proline + N",0.0656
46.9,"X309",0.0859,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0795,"Proline + N",0.0859
46.9,"X311",0.0645,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0643,"Proline + N",0.0645
46.9,"X337",0.0663,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.065,"Proline + N",0.0663
46.9,"X339",0.068,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0708,"Proline + N",0.0708
46.9,"X341",0.0697,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0688,"Proline + N",0.0697
46.9,"X343",0.0967,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.1055,"Proline + N",0.1055
46.9,"X345",0.072,"plate 1","H5","G3M07","Alteromonadales",NA,0.069,"Proline + N",0.072
46.9,"X347",0.0685,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0684,"Proline + N",0.0685
46.9,"X349",0.5175,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.4691,"Proline + N",0.5175
46.9,"X351",0.3684,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.3797,"Proline + N",0.3797
46.9,"X353",0.1613,"plate 1","H9","I2M14","Pseudomonadales",NA,0.1548,"Proline + N",0.1613
46.9,"X355",0.5011,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.6488,"Proline + N",0.6488
46.9,"X359",0.0719,"plate 1","H12","I2M19","Flavobacteriales",NA,0.07,"Proline + N",0.0719
50.7722222222222,"X1",0.0845,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0698,"Proline + N",0.0845
50.7722222222222,"X3",0.813,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.7757,"Proline + N",0.813
50.7722222222222,"X5",0.0706,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0701,"Proline + N",0.0706
50.7722222222222,"X7",0.0767,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0721,"Proline + N",0.0767
50.7722222222222,"X9",0.1299,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.1092,"Proline + N",0.1299
50.7722222222222,"X11",0.0712,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0719,"Proline + N",0.0719
50.7722222222222,"X13",0.2548,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.26,"Proline + N",0.26
50.7722222222222,"X15",0.0768,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0635,"Proline + N",0.0768
50.7722222222222,"X17",0.1336,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.1154,"Proline + N",0.1336
50.7722222222222,"X19",0.0824,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0829,"Proline + N",0.0829
50.7722222222222,"X21",0.7251,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.7563,"Proline + N",0.7563
50.7722222222222,"X23",0.7175,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.621,"Proline + N",0.7175
50.7722222222222,"X49",0.0751,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0741,"Proline + N",0.0751
50.7722222222222,"X51",0.1389,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.1333,"Proline + N",0.1389
50.7722222222222,"X53",0.2023,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.2033,"Proline + N",0.2033
50.7722222222222,"X55",0.0749,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0622,"Proline + N",0.0749
50.7722222222222,"X57",0.0698,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0636,"Proline + N",0.0698
50.7722222222222,"X59",0.0723,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0729,"Proline + N",0.0729
50.7722222222222,"X61",0.0686,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0656,"Proline + N",0.0686
50.7722222222222,"X63",0.0816,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0862,"Proline + N",0.0862
50.7722222222222,"X65",0.7199,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.6325,"Proline + N",0.7199
50.7722222222222,"X67",0.4851,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.4875,"Proline + N",0.4875
50.7722222222222,"X69",0.0669,"plate 1","B11","A2M07","Flavobacteriales",NA,0.063,"Proline + N",0.0669
50.7722222222222,"X71",0.8889,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.8536,"Proline + N",0.8889
50.7722222222222,"X97",0.7916,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.7961,"Proline + N",0.7961
50.7722222222222,"X99",0.2181,"plate 1","C2","A2R20","Pseudomonadales",NA,0.2198,"Proline + N",0.2198
50.7722222222222,"X101",0.067,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0632,"Proline + N",0.067
50.7722222222222,"X103",0.4991,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.5285,"Proline + N",0.5285
50.7722222222222,"X105",0.0674,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.064,"Proline + N",0.0674
50.7722222222222,"X107",0.4708,"plate 1","C6","B1R08","Pseudomonadales",NA,0.4637,"Proline + N",0.4708
50.7722222222222,"X109",0.0696,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0695,"Proline + N",0.0696
50.7722222222222,"X111",0.071,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0698,"Proline + N",0.071
50.7722222222222,"X113",0.4425,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.4713,"Proline + N",0.4713
50.7722222222222,"X115",0.086,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0934,"Proline + N",0.0934
50.7722222222222,"X117",0.2096,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.2059,"Proline + N",0.2096
50.7722222222222,"X119",0.0742,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0708,"Proline + N",0.0742
50.7722222222222,"X145",0.072,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0722,"Proline + N",0.0722
50.7722222222222,"X147",0.0635,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0696,"Proline + N",0.0696
50.7722222222222,"X149",0.0694,"plate 1","D3","B3R02","Alteromonadales",NA,0.0774,"Proline + N",0.0774
50.7722222222222,"X151",0.0649,"plate 1","D4","C2M01","Vibrionales",NA,0.0633,"Proline + N",0.0649
50.7722222222222,"X153",0.0661,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0651,"Proline + N",0.0661
50.7722222222222,"X155",0.1494,"plate 1","D6","C2R09","Rhodobacterales",NA,0.1706,"Proline + N",0.1706
50.7722222222222,"X157",0.0661,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.0702,"Proline + N",0.0661
50.7722222222222,"X159",0.4079,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.3431,"Proline + N",0.4079
50.7722222222222,"X161",0.3704,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.3822,"Proline + N",0.3822
50.7722222222222,"X163",0.1831,"plate 1","D10","C3M06","Rhodobacterales",NA,0.1787,"Proline + N",0.1831
50.7722222222222,"X165",0.3266,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.3266,"Proline + N",0.3266
50.7722222222222,"X167",0.3766,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.3728,"Proline + N",0.3766
50.7722222222222,"X193",0.0751,"plate 1","E1","C3M11","Flavobacteriales",NA,0.078,"Proline + N",0.078
50.7722222222222,"X197",0.1287,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.1269,"Proline + N",0.1287
50.7722222222222,"X201",0.068,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0648,"Proline + N",0.068
50.7722222222222,"X203",0.0669,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0658,"Proline + N",0.0669
50.7722222222222,"X205",0.0705,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0662,"Proline + N",0.0662
50.7722222222222,"X207",0.0643,"plate 1","E8","D2R05","Alteromonadales",NA,0.0665,"Proline + N",0.0665
50.7722222222222,"X209",0.1804,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.2048,"Proline + N",0.2048
50.7722222222222,"X211",0.0819,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0833,"Proline + N",0.0833
50.7722222222222,"X213",0.0675,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0654,"Proline + N",0.0675
50.7722222222222,"X215",0.0735,"plate 1","E12","AS88","Alteromonadales",NA,0.0715,"Proline + N",0.0735
50.7722222222222,"X241",0.0721,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0692,"Proline + N",0.0721
50.7722222222222,"X243",0.0707,"plate 1","F2","AS94","Flavobacteriales",NA,0.0741,"Proline + N",0.0741
50.7722222222222,"X245",0.0659,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0673,"Proline + N",0.0673
50.7722222222222,"X249",0.0931,"plate 1","F5","E2M18","Vibrionales",NA,0.0922,"Proline + N",0.0931
50.7722222222222,"X251",0.0721,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.076,"Proline + N",0.076
50.7722222222222,"X253",0.0638,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0659,"Proline + N",0.0659
50.7722222222222,"X255",0.1137,"plate 1","F8","E3M02","Rhodobacterales",NA,0.1233,"Proline + N",0.1233
50.7722222222222,"X257",0.1312,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0955,"Proline + N",0.1312
50.7722222222222,"X259",0.0655,"plate 1","F10","E3M18","Flavobacteriales",NA,0.069,"Proline + N",0.069
50.7722222222222,"X263",0.0726,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0681,"Proline + N",0.0726
50.7722222222222,"X289",0.0699,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0704,"Proline + N",0.0704
50.7722222222222,"X291",0.0666,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0643,"Proline + N",0.0666
50.7722222222222,"X293",0.4061,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.4367,"Proline + N",0.4367
50.7722222222222,"X295",0.0778,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.074,"Proline + N",0.0778
50.7722222222222,"X297",0.0654,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0623,"Proline + N",0.0654
50.7722222222222,"X299",0.0666,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0645,"Proline + N",0.0666
50.7722222222222,"X301",0.0693,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0655,"Proline + N",0.0693
50.7722222222222,"X303",0.0673,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0701,"Proline + N",0.0701
50.7722222222222,"X305",0.0729,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0798,"Proline + N",0.0798
50.7722222222222,"X307",0.0655,"plate 1","G10","F3M07","Alteromonadales",NA,0.0666,"Proline + N",0.0666
50.7722222222222,"X309",0.0858,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0845,"Proline + N",0.0858
50.7722222222222,"X311",0.0641,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0661,"Proline + N",0.0661
50.7722222222222,"X337",0.0678,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0675,"Proline + N",0.0678
50.7722222222222,"X339",0.0694,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0713,"Proline + N",0.0713
50.7722222222222,"X341",0.0698,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0706,"Proline + N",0.0706
50.7722222222222,"X343",0.1117,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.1418,"Proline + N",0.1418
50.7722222222222,"X345",0.0741,"plate 1","H5","G3M07","Alteromonadales",NA,0.0696,"Proline + N",0.0741
50.7722222222222,"X347",0.0716,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0715,"Proline + N",0.0716
